workerid,proliferate.condition,order,paraphrase,rating,response,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
42,condition1,a-all-the,other,0,,6,example3,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,a,"{'context': {'location': {'hash': '', 'host': 'mcmoyer11.github.io', 'href': 'https://mcmoyer11.github.io/whquestions-tgrep2/experiments/02_experiment/01_pilot/index.html?participant_id=b8e57e18-8c76-4b29-9703-897b9532f8c7&experiment_id=74171d11-aef8-41df-b081-740c23aa916c', 'port': '', 'origin': 'https://mcmoyer11.github.io', 'search': '?participant_id=b8e57e18-8c76-4b29-9703-897b9532f8c7&experiment_id=74171d11-aef8-41df-b081-740c23aa916c', 'hostname': 'mcmoyer11.github.io', 'pathname': '/whquestions-tgrep2/experiments/02_experiment/01_pilot/index.html', 'protocol': 'https:'}, 'jQuery1111022505442302694845': 1}, 'selector': '#slider_1'}",,7,example4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,all,"{'context': {'location': {'hash': '', 'host': 'mcmoyer11.github.io', 'href': 'https://mcmoyer11.github.io/whquestions-tgrep2/experiments/02_experiment/01_pilot/index.html?participant_id=b8e57e18-8c76-4b29-9703-897b9532f8c7&experiment_id=74171d11-aef8-41df-b081-740c23aa916c', 'port': '', 'origin': 'https://mcmoyer11.github.io', 'search': '?participant_id=b8e57e18-8c76-4b29-9703-897b9532f8c7&experiment_id=74171d11-aef8-41df-b081-740c23aa916c', 'hostname': 'mcmoyer11.github.io', 'pathname': '/whquestions-tgrep2/experiments/02_experiment/01_pilot/index.html', 'protocol': 'https:'}, 'jQuery1111022505442302694845': 1}, 'selector': '#slider_2'}",,7,example4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,the,"{'context': {'location': {'hash': '', 'host': 'mcmoyer11.github.io', 'href': 'https://mcmoyer11.github.io/whquestions-tgrep2/experiments/02_experiment/01_pilot/index.html?participant_id=b8e57e18-8c76-4b29-9703-897b9532f8c7&experiment_id=74171d11-aef8-41df-b081-740c23aa916c', 'port': '', 'origin': 'https://mcmoyer11.github.io', 'search': '?participant_id=b8e57e18-8c76-4b29-9703-897b9532f8c7&experiment_id=74171d11-aef8-41df-b081-740c23aa916c', 'hostname': 'mcmoyer11.github.io', 'pathname': '/whquestions-tgrep2/experiments/02_experiment/01_pilot/index.html', 'protocol': 'https:'}, 'jQuery1111022505442302694845': 1}, 'selector': '#slider_3'}",,7,example4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,other,"{'context': {'location': {'hash': '', 'host': 'mcmoyer11.github.io', 'href': 'https://mcmoyer11.github.io/whquestions-tgrep2/experiments/02_experiment/01_pilot/index.html?participant_id=b8e57e18-8c76-4b29-9703-897b9532f8c7&experiment_id=74171d11-aef8-41df-b081-740c23aa916c', 'port': '', 'origin': 'https://mcmoyer11.github.io', 'search': '?participant_id=b8e57e18-8c76-4b29-9703-897b9532f8c7&experiment_id=74171d11-aef8-41df-b081-740c23aa916c', 'hostname': 'mcmoyer11.github.io', 'pathname': '/whquestions-tgrep2/experiments/02_experiment/01_pilot/index.html', 'protocol': 'https:'}, 'jQuery1111022505442302694845': 1}, 'selector': '#slider_4'}",,7,example4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,a,0.28,,9,103191:13,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,all,0.24,,9,103191:13,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,the,0.48,,9,103191:13,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,other,0,,9,103191:13,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,a,0.25,,10,40349:14,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,all,0.3,,10,40349:14,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,the,0.2,,10,40349:14,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,other,0.25,,10,40349:14,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,a,0,,11,118088:9,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,all,0.21999999999999997,,11,118088:9,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,the,0.78,,11,118088:9,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,other,0,,11,118088:9,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,a,0.29,,12,51293:9,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,all,0.21,,12,51293:9,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,the,0.5,,12,51293:9,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,other,0,,12,51293:9,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,a,0.37,,13,61578:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,all,0.24,,13,61578:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,the,0.39,,13,61578:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,other,0,,13,61578:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,a,0,,14,102105:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,all,0,,14,102105:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,the,0.42000000000000015,,14,102105:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,other,0.58,,14,102105:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,a,0.51,,15,130644:22,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,all,0.39,,15,130644:22,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,the,0.09999999999999998,,15,130644:22,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,other,1.1102230246251563e-16,,15,130644:22,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,a,0.17000000000000015,,16,68569:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,all,0.28,,16,68569:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,the,0.07999999999999985,,16,68569:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,other,0.47,,16,68569:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,a,1.1102230246251563e-16,,17,60430:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,all,0.72,,17,60430:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,the,0.28,,17,60430:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,other,0,,17,60430:4,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,a,0,,18,37508:7,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,all,0.49,,18,37508:7,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,the,0.51,,18,37508:7,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
42,condition1,a-all-the,other,0,,18,37508:7,[],,aesdfgsdfg,-1,-1,1,,,Firefox,Mac,900,1600,3.491816666666667,
