TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
119546:36	well, * let me just start by *-2 asking what you think *t*-1 of this middle east affair 0 we've got *t*-3 going on?	###speakera65.###so.###speakerb66.###speakera67.###so, if we get what we what we deserve *t*-1.###speakerb68.###yeah,###well, i, i do, uh, you know, craft work and sell stuff at shows### and that, and uh, uh, you know, it's, it's, it's a real eye-opener as far as, you know, why people charge what they do *t*-1 *t*-3 *-2 to, you know.###speakera1.	what	no	what you think *t*-1 of this middle east affair 0 we've got *t*-3 going on	...what is a thing...	...what is every thing...	...what is the thing...	
133661:35	oh, i see, i see what you're saying *t*-1.	### i think that, i think that, that i agree with you certainly in the second situation,###and i think 0 certain entitlements i, i'm inclined *-1 to agree with you, too.###education happens *-1 to be one place where i think that we would foolish *-2 to um, uh *t*-3,###speakera36.###a lot of education aid has gone to so-called trade schools which *t*-1 are sort of not colleges###speakerb37.###uh-huh.###speakera38.###but schools that *t*-1 teach you trades, you know, beautician well, and often exists only because of the federal programs that they can take people and tell them 0 they can get loans for their full tuition *t*-3, uh, and the school gets paid *-2 off immediately *t*-3, uh###speakerb39.	what	no	what you're saying *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
54361:14	well you know what i was hoping *t*-1?	###of course, you're going, just going pick everything *ich*-1 up that you can carry *t*-2###and you're going *-1 to run.###speakera68.###uh-huh.###speakerb69.###and it, it *exp*-1's just too bad that we couldn't see that.###speakera70.###i just have a feeling that the military involvement isn't over yet. that i, i still feel like there's more 0 *t*-1 to come.###i don't think 0 this whole issue is settled *-1 as far as we're concerned *-2.###speakerb71.	what	no	what i was hoping *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
145506:26	i, i know what you mean *t*-1 about the interest rates.	###yeah.###speakera65.###you want *-1 to be thirty-two as long as you can *?*, huh.###speakerb66.###speakera67.###it's coming.###speakerb68.###uh-huh.###speakera69.###yeah,	what	no	what you mean *t*-1 about the interest rates	...what is a thing...	...what is every thing...	...what is the thing...	
74772:28	like i said, he didn't know what he was doing *t*-1.	###which###i heard 0 it *exp*-1's a law that you're only allowed *-2 to have three layers of shingles.###is it three or five,### your husband probably knows.###speakerb118.###he probably knows,###i don't know what it is *t*-1 off hand.###speakera119.###well, he's got seven layers of shingles up there,###and he told us 0 it was a completely new roof.	what	no	what he was doing *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
6551:37	i don't, i don't know how the peace corps works *t*-1,	###speakera17.###huh-uh.###speakerb18.### and, but, i don't know.###if you did it internally and it was just people in your own country then maybe countries that *t*-1 are so poor that they wouldn't be able *-2 to really, you know, send children to do that.###speakera19.###yeah.###speakerb20.###i didn't know.###speakera21.	how	no	how the peace corps works *t*-1	...what is a way...	...what is every way...	...what is the way...	
32970:37	but we're going *-1 to try that, and see how that works *t*-2.	###they're just a bunch of little cucumbers, you know?###speakera363.###i don't know unless it, labor intensive or something.###speakerb364.###speakera365.###i really, don't know.###speakerb366.###i guess.###speakera367.###speakerb368.	how	no	how that works *t*-2	...what is a way...	...what is every way...	...what is the way...	
115127:13	i read, how * to get the job that you wanted *t*-1 *t*-2	###speakerb81.###uh-huh.###i see.###speakera82.###but, uh, i think 0 once you're set *-1 in your ways, you're set *-2 in your ways.###speakerb83.###yeah.###speakera84.###uh, then i,###one in-, real interesting book 0 i read *t*-1 recently was, when i was looking for a job *t*-2,	how	no	how * to get the job that you wanted *t*-1 *t*-2	...what is a way...	...what is every way...	...what is the way...	
106447:53	and there was, i was just painting because i don't know how * to do anything else *t*-1.	###we would go down two or three hours on the weekends,###speakera77.###uh-huh.###speakerb78.###and,###speakera79.###so there was two of you all?###speakerb80.###no,### there was, they were doing all sorts of repairs,	how	no	how * to do anything else *t*-1	...what is a way...	...what is every way...	...what is the way...	
42846:17	and he'll tell how he's doing it *t*-1 or, you know, show her the insides or stuff like that.	###speakerb156.###yeah.###speakera157.###so, she's real, she's real good about it.###and, she's never been curious,###speakerb158.###um.###speakera159.###i mean, cause he's always, you know,###if he has them out, *-1 cleaning them, you know, she can be there	how	no	how he's doing it *t*-1	...what is a way...	...what is every way...	...what is the way...	
173956:20	we look back and wonder how we did it *t*-1.	###six years.###speakerb21.###so they were all real close?###speakera22.###yeah.###speakerb23.###that's tough.###that's a lot of time.###speakera24.###oh, yeah.	how	no	how we did it *t*-1	...what is a way...	...what is every way...	...what is the way...	
81788:35	but even, uh, north carolinians, they don't know how * to handle cold weather *t*-1.	###i just laugh.###speakerb50.###speakera51.###i mean, i do,###they get, i mean,###and traffic slows down to nothing.###speakerb52.###actually, they've been doing the same thing here.### it's, you know, it's kind of funny,### they, um, i guess 0 northerners are different,	how	no	how * to handle cold weather *t*-1	...what is a way...	...what is every way...	...what is the way...	
106143:28	and i've got little children *ich*-2 here who *t*-1 needed me here	###okay.###speakera29.###so she didn't have * to be transported *-1 back and forth.###so, she's been there since august the thirteenth and seems *-1 to have adjusted pretty well.###it's not her favorite place 0 * to be in *t*-1.###she'd much rather be here with me.###but when it got to the point 0 i was spending more time at the hospital with her *t*-2 *t*-1,###speakerb30.###yeah.###speakera31.	who	no	who *t*-1 needed me here	...who is a person...	...who is every person...	...who is the person...	
134804:18	and we don't know who *t*-1's handling them now	###speakerb72.###speakera73.###yeah,###i know,###and then,###speakerb74.###but, uh, russia's still going *-1 to have missiles,###they're still going *-1 to be subs and things.###speakera75.###yeah,	who	no	who *t*-1's handling them now	...who is a person...	...who is every person...	...who is the person...	
15192:46	and they're allowed *-1 to take that time off and then come back where they left off *t*-2.	###mumblex * growing up, all 0 i knew *t*-1 was you go to high school, you, you know, you work, you go to college, you get out of college, and you get a good job and you work.### and, and none of this, you go *-1 spend two years in the peace corps *-2 to ex-, to broaden your horizons.###speakerb52.###uh-huh. well, you know, uh, i know american express,### i'm n-, i'm working at american express now,###and they,###after a certain amount of years of service, these employees can take off like six months or something, for some type of sabbatical or some, you know, some, something like that.###speakera53.###uh-huh.###speakerb54.	where	no	where they left off *t*-2	...what is a place...	...what is every place...	...what is the place...	
122460:85	e-, e-, maybe they should sit back and, and kind of, uh, decide on where the money's best spent *-1 *t*-2.	###speakerb42.###where maybe a physics professor,### he, my professor was a physics professor###and he said 0 a lot of teachers teaching physics today *ich*-1 have no background of physics at the high school level.###so therefore, they're teaching from a teacher's point of view and not from a physicist point of view.###and that causes a lot of trouble.###speakera43.###right.###yeah.###i don't know,	where	no	where the money's best spent *-1 *t*-2	...what is a place...	...what is every place...	...what is the place...	
84861:52	so, * wound up back about two hundred miles aware, away from where we started out *t*-1.	###but, it's been an interesting, uh, roughly, oh, nine months here,###and, uh again, this is our home area.###speakerb50.###oh.###speakera51.###we've lived here about seventeen years,###and it's, uh,###we enjoy *-1 living here.###it's where we originally started out *t*-1,###and we've lived up north for a while in chicago and over in tennessee.	where	no	where we started out *t*-1	...what is a place...	...what is every place...	...what is the place...	
139764:23	a friend of mine makes it where she goes ahead and seasons up the, with the soup and the wine *t*-1	###speakerb135.###ooh, this is a beneficial call.###i like this.###speakera136.###yeah,###i liked your idea *ich*-1 too, there.###speakerb137.###yeah,###but that one's an easy one.###it's like, * just put in,	where	no	where she goes ahead and seasons up the, with the soup and the wine *t*-1	...what is a place...	...what is every place...	...what is the place...	
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none	no	Do you want a tissue?	A tissue…?	Every tissue…?	The tissue…?	
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none	no	Can I hand you a napkin?	A napkin…?	Every napkin…?	The napkin...?	
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none	no	Did you return the book you borrowed?	A book...?	Every book…?	The book...?	
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none	no	Can you text me the movie schedule?	A movie schedule...?	Every movie schedule…?	The movie schedule...?	
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none	no	Did you grab all the cookies?	A cookie...?	Every cookie…?	The cookie...?	
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none	no	Have you read all her novels?	An novel...?	Every novel…?	The novel...?	
