TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
60636:39	and then once you pick that spot out, * pick out what you want *-2 to do *t*-1.	###speakerb92.###oh, that's a beautiful place.###speakera93.###* goes to u t.###speakerb94.###uh-huh.###that's just fantastic down there.###* take it more as a,###this is your opportunity * to do whatever you want *t*-1,###* pick out where you want *-1 to live *t*-2,	what	no	what you want *-2 to do *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
103081:17	like you've seen what it's done *t*-1 to buildings even where it's really bad *t*-2.	###um, i guess.### from, from something that the car was, uh, was giving *t*-1,###speakerb26.###i think 0 it gives off, uh, in the emissions, it gives off gases which *t*-1 combine up in the atmosphere, uh, and form a, a weak acid.###speakera27.###yes,###and,###speakerb28.###it just makes the rain fall on the acid side###and after a period of time, i think 0 *t*-1 that accumulates in, uh, trees because they take it up through their roots, as well as it landing on the leaves, on surfaces,	what	no	what it's done *t*-1 to buildings	...what is a thing...	...what is every thing...	...what is the thing...	
24180:19	* haven't figured out what i want *-1 to be *t*-2 when i grow up *t*-3.	### i, i got as far as the thesis, and decided, to hell with it,###i didn't want it.###um, and from that point i went to law school.###speakera35.###uh-huh.###speakerb36.###and after a year and a half of that i decided 0 i didn't want that either.###speakera37.###okay.###speakerb38.	what	no	what i want *-1 to be *t*-2 when i grow up *t*-3	...what is a thing...	...what is every thing...	...what is the thing...	
98593:18	so we don't know what *t*-1 is really going on, what *t*-2 is, uh, really the range of sentences or awards that *t*-3 are, uh, are actually, uh, in the end applied *-4.	###speakerb27.###uh-huh.###speakera28.###uh, and many of those get overturned *-1 or get reduced *-1 in terms of sentences, or get changed *-1 by a judge or an appeals court###speakerb29.###right.###speakera30.###and that never makes the, the press###and so, when, uh, you or i as an individual gets on a jury *t*-1 we tend *-2 to have certain mental images of what *t*-3's what because we see the headlines, uh,###and we don't have, a-, again, a lot of knowledge,	what	no	what *t*-1 is really going on	...what is a thing...	...what is every thing...	...what is the thing...	
13644:173	uh, now i think 0 the change that i've seen *t*-1 as much as anything is one where couples, uh, are more carefully planning their intention on how *-3 to both share homemaking duties *t*-4 and also how women will, uh, have their children and then deliberately sort of plan how they go back to the work place *t*-6 *t*-5 *t*-2.	###well, i guess 0 i would first identify myself as middle aged###and therefore, *-1 having seen the last generation, i guess 0 it puts me in, you know, gives me a perspective on that.###speakera3.###uh-huh.###speakerb4.###speakera5.###yeah.###speakerb6.###uh, i, am quite positive on the things *ich*-2 that i have seen *t*-1 happen recently relative to women in, both in society and in the work place,###uh, there's no doubt about the fact that when i was first graduated *-1 from college *t*-2 the impression was that a woman's career would consist of a childbearing years and perhaps *ich*-3 a return to the office, but not necessarily.	how	no	how they go back to the work place *t*-6	...what is a way...	...what is every way...	...what is the way...	
28491:37	and, um, so they didn't know how it was going *-1 to work *t*-2,	###speakerb46.###if i had a machine already installed * at home i would probably work just about every night.###speakera47.###one of the reasons why i got mine *t*-1, was 0 before i went on maternity leave, they didn't know how they were going *-1 to do without me *t*-2 at work because, i am pretty much the, like you said, the guru, in the office with the different programs and mumblex any trouble shooting that there is *t*-1,###speakerb48.###yeah.###speakera49.###speakerb50.###huh-uh.###speakera51.	how	no	how it was going *-1 to work *t*-2	...what is a way...	...what is every way...	...what is the way...	
91795:20	"i said,"" well, how's your brother doing *t*-1?"""	"###his family was very scattered and very diverse.###speakera88.###right.###speakerb89.###and i asked him, i got *-1 to talking to him,###i said, well, how is his nephew doing *t*-1.###"" well, i don't know,###i haven't, talked to my brother in three years.""###speakera90.###speakerb91."	how	no	well, how's your brother doing *t*-1	...what is a way...	...what is every way...	...what is the way...	
9927:18	but they don't know how * to act yet *t*-1.	###speakerb10.###yeah.###speakera11.###and the people in the city were saying, well why should i go *-1 do that *t*-2.###* make the government do that,###that's not my job.###speakerb12.###right,###they've got a lot of adjustments 0 * to make *t*-1 with *-3 coming out of what they've been through *t*-2 now,###and, uh, they've been, they've been under, under the oppression that they've been under *t*-1 for so long that now 0 they have some freedoms	how	no	how * to act yet *t*-1	...what is a way...	...what is every way...	...what is the way...	
61712:56	but if they were careful, they could make the use of it totally without * understanding how the computer works *t*-1.	###but you know i never really learned *-1 to operate one.###speakera13.###oh, that's a key thing.###well, actually that's a,###there's really two issues to that that there's so many software packages available *ich*-2 today. that *t*-1 just require no programming.###speakerb14.###yes.###speakera15.###so that yo-,###in other words when someone built that software packet *t*-1 they had *-2 to use the programming	how	no	how the computer works *t*-1	...what is a way...	...what is every way...	...what is the way...	
118736:57	maybe i, maybe it's, you know, 0 i'm reflecting how i feel *t*-1 about it,	###and uh,, you know, of course i, i'm sure 0 we have some enemies down there who *t*-1 wouldn't care what *t*-2 happened to us,###speakera17.###right.###speakerb18.### but but that is, that's a tough deal,###speakera19.###that's true.###speakerb20.###and it,###i don't think that,	how	no	how i feel *t*-1 about it	...what is a way...	...what is every way...	...what is the way...	
70517:60	and, uh, what we did *t*-1 was just, uh, * decide wh-, how we had been *-2 spending our money before *t*-3,	###uh, that god because, it never occurred to, it never occurred to us that it would take seven months.###speakerb28.###really.###speakera29.###speakerb30.###that was smart.###speakera31.###speakerb32.###yeah.###speakera33.	how	no	wh-, how we had been *-2 spending our money before *t*-3	...what is a way...	...what is every way...	...what is the way...	
2512:34	and he, sho-, he knew who *t*-1 worked there,	###speakera17.###uh-huh.###speakerb18.###we wore shorts.###we didn't know 0 that was a big no, no.###speakera19.###oh no.###speakerb20.###and the supervisor from another area came up to us###and, you know, this area where record retention is *t*-1, there's only a few people that *t*-2 work there,	who	no	who *t*-1 worked there	...who is a person...	...who is every person...	...who is the person...	
99169:72	and when you mentioned that *t*-1, we, we have friends who *t*-2 have children *ich*-4 there who *t*-3 just love it.	###but, uh,###speakera62.###well, th-, that's certainly,###uh, especially today with the cost of college.###i mean that is a, a major, uh, consideration###and i do feel fortunate that texas has so many good schools.###and even though baylor, uh,###speakerb63.###yes.###speakera64.	who	no	who *t*-3 just love it	...who is a person...	...who is every person...	...who is the person...	
85372:42	um, there are some areas *ich*-2 though where, where they have a problem with, uh, the houses kind of sinking a little bit into the, to the, uh *t*-1,	###is there a lot of sand in,###i always think 0 it's like a desert,###i don't know.###mumblex dallas always,###speakera70.###well, no.###no,###no,###no,###you know, i don't see that kind of sand here.	where	no	where, where they have a problem with, uh, the houses kind of sinking a little bit into the, to the, uh *t*-1	...what is a place...	...what is every place...	...what is the place...	
154339:19	and so we could see where every penny went *t*-1	###but,###speakera49.###and also we have found that if we write down,###and we did this.###we are not real consistent with this,###but we did it for about a month###and we wrote down everything that we bought *t*-1 when, you know, every pay check###speakerb50.###uh-huh.###speakera51.	where	no	where every penny went *t*-1	...what is a place...	...what is every place...	...what is the place...	
115330:19	and i've gotten to where i start, have started *-1 selling them at craft shows and things *t*-2.	###i c-,###speakera19.###nothing like that.###speakerb20.###uh, uh,###speakera21.### i, i do some things.###i've gotten into,###uh, oh, i, i like *-1 to decorate things###and i do sweatshirts and t-shirts	where	no	where i start, have started *-1 selling them at craft shows and things *t*-2	...what is a place...	...what is every place...	...what is the place...	
122356:29	and they're trying *-1 to spend money where we don't have it *t*-2	###minnesota,###okay.###well a lot of it in mississippi here has got *-1 to do with funding.###speakera7.###yeah.###speakerb8.###problems with our educational system, a lot of it's due to money.###speakera9.###uh-huh.###speakerb10.	where	no	where we don't have it *t*-2	...what is a place...	...what is every place...	...what is the place...	
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none	no	Do you want a tissue?	A tissue…?	Every tissue…?	The tissue…?	
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none	no	Can I hand you a napkin?	A napkin…?	Every napkin…?	The napkin...?	
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none	no	Did you return the book you borrowed?	A book...?	Every book…?	The book...?	
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none	no	Can you text me the movie schedule?	A movie schedule...?	Every movie schedule…?	The movie schedule...?	
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none	no	Did you grab all the cookies?	A cookie...?	Every cookie…?	The cookie...?	
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none	no	Have you read all her novels?	An novel...?	Every novel…?	The novel...?	
