TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
24164:23	um, i didn't know what i wanted *-1 to do *t*-2 after i got my, my degree.	###she said, you know, 0 my parents, they just, they really wasted a lot of money.###this is about twenty years ago.###speakerb30.###uh-huh.###speakera31.###but, uh, well, right now i just,###i mean as far as * selecting, selecting a school, i, i, i feel that, uh, a lot of it depends upon the major.###speakerb32.###yeah,###it does.	what	no	what i wanted *-1 to do *t*-2 after i got my, my degree	...what is a thing...	...what is every thing...	...what is the thing...	
87599:18	and i don't know what * to cutback on *t*-1 * to, to get, to get that, to get that settled *-2.	###speakera1.###well, we, uh,###taxes,###everyone thinks 0 taxes are too high i'm sure 0 *t*-1.###but, uh, i think 0 we do get quite a good value for the tax dollars 0 we spend *t*-1 in most cases.###what do you think *t*-1?###speakerb2.###uh, yeah,### i, i think so.### i, i'm, uh, i think 0 i'm, i think 0 i'm, uh, a little out of the ordinary in that, that i, i, uh, i think 0 i'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are *?* and think that we need *-1 to, we need *-2 to either raise our taxes or, or cutback on something	what	no	what * to cutback on *t*-1 * to, to get, to get that, to get that settled *-2	...what is a thing...	...what is every thing...	...what is the thing...	
51740:69	and that's one reason 0 i like *-3 working up there a little bit *t*-2 is, because i know what *t*-1's really going on.	###yeah.###speakera135.###um, i don't know.###i just feel m-,###speakerb136.###too many horror stories out there that, you know.###speakera137.###yes.###speakerb138.###speakera139.	what	no	what *t*-1's really going on	...what is a thing...	...what is every thing...	...what is the thing...	
42369:50	and i don't know what *-1 to, i don't know what *t*-2 needs *-3 to be done *-4, you know	###yeah.###speakerb182.###because these little girls will never be the same.###speakera183.###huh-uh,###that's terrible.###speakerb184.###* never be the same,###so, i don't know,### it's, it's really scary	what	no	what *t*-2 needs *-3 to be done *-4	...what is a thing...	...what is every thing...	...what is the thing...	
157028:116	and, uh, i think 0 that would be the most effective support 0 they could get *t*-1 is for other people to understand, you know, try *-2 to understand what they're going through *t*-3 and everything and try *-2 to understand that they're not, you know, they don't, they don't have *-4 to be just completely cut *-5 off from, from the community	###speakera55.###uh-huh.###speakerb56.###speakera57.###uh-huh.###speakerb58.###and it's really, it's really not necessary, uh, until, until the, disease reaches its final stage, you know, becomes really infectious###speakera59.###uh-huh.###speakerb60.	what	no	what they're going through *t*-3 and everything	...what is a thing...	...what is every thing...	...what is the thing...	
126503:13	you know, how that goes *t*-1.	###and one of his sisters does things that *t*-1 really sound funny to me###and he doesn't pronounce them at all that way,###and that's one family, right?.###speakerb122.###speakera123.###of course, i think 0 everybody in new jersey sounds a little bit funny###but,###speakerb124.###oh, i agree.###speakera125.	how	no	how that goes *t*-1	...what is a way...	...what is every way...	...what is the way...	
159271:44	but * leave it up to the more experienced person who *t*-1 knows how it fits *t*-2 into the, uh, kind of the rate for different mumblex.	###well i work for an insurance company###so i see a lot of, uh, verdicts that *t*-1 are pretty crazily decided *-2. um, by juries particularly,###and i know 0 in england the judges set all of the awards.###you know juries will decide the guilt or innocence,###but then they leave the awards up to more learned people.###and i think 0 maybe that avoids some of these totally ridiculous, you know, like millions and millions of dollars.###speakera3.###uh-huh.###yeah.### that, that seems *-1 to make sense	how	no	how it fits *t*-2 into the, uh, kind of the rate for different mumblex	...what is a way...	...what is every way...	...what is the way...	
107569:49	so i kind of know how it *exp*-4 is * to, how *-1 to decide if you want *-2 to put somebody in a rest home *t*-3	###have you *?*?###speakerb2.###um, actually i have, um, i've, i've been in them but, um, * just visiting###and, uh, we used *-1 to g-,###when we were like in, in our teen ages *t*-2 we'd go on sundays and visit, you know, the older people.###but, um, i have an elderly grandma that *t*-1 lives with us.###speakera3.###uh-huh.###speakerb4.###and she's lived with us for like five years.	how	no	how it *exp*-4 is * to, how *-1 to decide if you want *-2 to put somebody in a rest home *t*-3	...what is a way...	...what is every way...	...what is the way...	
148810:76	oh, i would, i really would love *-1 to go *-3 take a class in woodworking and learn how * to *?* *t*-2.	###speakerb76.###oh, so yours is mostly just a hobby, too, then.###speakera77.###yeah.###speakerb78.###oh.###speakera79.###yeah.###speakerb80.###well, that is interesting.	how	no	how * to *?* *t*-2	...what is a way...	...what is every way...	...what is the way...	
49496:23	well, i kind of know how * to drive standard *t*-1	###and that's, that's a lot###it shouldn't go out that much.###speakera38.###huh-uh.###speakerb39.###and so i went ahead and bought another standard when i bought the honda *t*-1###but i don't think 0 i'm going *-1 to do that again.###i think 0 i'm going back to automatic now.###speakera40.###well, i never,	how	no	how * to drive standard *t*-1	...what is a way...	...what is every way...	...what is the way...	
48297:67	and i think 0 it's good that everyb-, and i think 0 everybody should learn how *-2 to handle one *t*-3.	###but good thing 0 they had their gun on them###and they, they thwarted the robbery attempt.###speakerb26.###yeah,### i, i'm, i'm not really sure,### i don't, personally i don't own a gun,###speakera27.###uh-huh.###speakerb28.###um, and i don't think 0 i probably ever would *?*, um, although i would like *-1 to know how *-2 to handle one *t*-3,	how	no	how *-2 to handle one *t*-3	...what is a way...	...what is every way...	...what is the way...	
31387:16	i don't know how that's going *-1 to affect, uh,	###speakera15.###um, see, i have *-1 to take, uh, medication for a, uh, for, for kidney transplant.###speakerb16.###uh-huh.###speakera17.###and i'm going *-1 to be taking that the rest of my life.###now, you,###speakerb18.###sure.###speakera19.	how	no	how that's going *-1 to affect, uh	...what is a way...	...what is every way...	...what is the way...	
15073:23	but, uh i don't know how we got the subject *t*-1, mumblex.	###speakerb4.###yeah.###speakera5.###i mean, and it *exp*-2's nice * to, to try *-1 to teach young people some, some, uh, uh, civil, uh, consciousness,###but * forcing them to, to donate basically their time and efforts,###speakerb6.###yeah,###it's definitely up to the person, uh,###so, i'd have *-1 to say that, uh, it, you know, the people who *t*-2 do it, well, some feel 0 it's rewarding.###i don't know, you know,	how	no	how we got the subject *t*-1	...what is a way...	...what is every way...	...what is the way...	
144509:16	you don't know who you're going *-1 to come across *t*-2, you know.	###speakerb64.###and, uh, course, i'm not all ready *-2 to just run out there and start *-3 dating everybody 0 i can *?* *t*-1 or anything.###speakera65.###yeah.###speakerb66.###but, it *exp*-1's sort of scary * to find yourself single again, you know.###speakera67.###uh-huh.###speakerb68.###and, uh, because you never know what *t*-1's going *-2 to happen.	who	no	who you're going *-1 to come across *t*-2	...who is a person...	...who is every person...	...who is the person...	
12874:16	oh, i know who you're talking about *t*-1,	###speakera122.###uh, that was the one with mickey rooney and, uh, oh,###what's that real, oh, not real old, my wife she is old too, dancer *t*-1, uh,###speakerb123.###speakera124.###i can't think of her name.###i got it right on the tip of my tongue and can't say it,###helen something.###speakerb125.###uh, uh, uh, i think 0 i know who you're ta-,	who	no	who you're talking about *t*-1	...who is a person...	...who is every person...	...who is the person...	
52504:62	i don-, i don't think 0 our prison system isn't set *-1 up, where we, um, rehabilitate, or, you know, restore anybody *t*-2.	###speakera9.###uh-huh.###speakerb10.###speakera11.###speakerb12.###so, it *exp*-1 really bothers me that there's not a way of * getting him out of the way forever.###speakera13.###really,###i think that,###i don't know,	where	no	where we, um, rehabilitate, or, you know, restore anybody *t*-2	...what is a place...	...what is every place...	...what is the place...	
111120:51	some of the things that *t*-1 used *-2 to be hardy are getting to where they don't make it through the two swings *t*-3.	###speakera54.###well, texas has gotten to where it's a real problem as far as plants, because our summers are so terribly hot *t*-1###speakerb55.###mumblex.###speakera56.###and we have ice storms every year.###and there just aren't that many plants and shrubs that *t*-1 can take both of those extremes.###speakerb57.###uh-huh.###speakera58.	where	no	where they don't make it through the two swings *t*-3	...what is a place...	...what is every place...	...what is the place...	
24948:16	i don't see where she's going *-1 to have much time for them *t*-2.	###i just think 0 it, it's, it *exp*-1's a duty of the parent * to do that.###i mean, jeez, my parents always helped me###and, i don't know,###it's just like you say,###it's the way 0 you're raised *-3 *t*-2 and the economic situation 0 you're in *t*-1.###i can see some lady,###she's twenty-one years old###and she's got four kids.###a kid in,###her first grader,	where	no	where she's going *-1 to have much time for them *t*-2	...what is a place...	...what is every place...	...what is the place...	
34064:85	you have a little, uh, thing *ich*-2 on the bo-, bottom of th-, on top of the barrel where you, you turn it *t*-1,	###but i don't know, uh,###i think 0 you could recover from a pistol but not from a shotgun.###speakera41.###no,###a shotgun's got too much of a spread.###or at least ours does.###speakerb42.###yeah.###speakera43.###uh, it's, you know,	where	no	where you, you turn it *t*-1	...what is a place...	...what is every place...	...what is the place...	
142032:165	there really isn't much 0 * to say *t*-1 after you know, you, uh, you know, you, you tell the person what, uh, news there, uh, you know, where their, where they find their sources of information from *t*-2	###and then we just talked about, you know, whatever, i mean.###speakera96.###uh-huh.###speakerb97.###speakera98.###interesting.###yeah.###speakerb99.###you know, i mean, some topics,###really now, you know, now, this topic, this is, i mean,	where	no	what, uh, news there, uh, you know, where their, where they find their sources of information from *t*-2	...what is a place...	...what is every place...	...what is the place...	
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none	no	Do you want a tissue?	A tissue…?	Every tissue…?	The tissue…?	
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none	no	Can I hand you a napkin?	A napkin…?	Every napkin…?	The napkin...?	
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none	no	Did you return the book you borrowed?	A book...?	Every book…?	The book...?	
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none	no	Can you text me the movie schedule?	A movie schedule...?	Every movie schedule…?	The movie schedule...?	
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none	no	Did you grab all the cookies?	A cookie...?	Every cookie…?	The cookie...?	
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none	no	Have you read all her novels?	An novel...?	Every novel…?	The novel...?	
