TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
84660:21	they wanted *-1 to see what it *exp*-3 was like *t*-2 * to kill someone.	###i have not been out of school that long,###but it has been at least ten years.###and you think to yourself, was it that bad back then?###or is it just,###i think that, like you said, television?###is it just that more people think 0 there is like excitement in it, you know?###i mean, people that *t*-1 may have been close to the edge just go over because they see something or read something.###speakerb179.###it seems like a lot of, i-, that it is more,###like in boston, there was a case of, uh, a couple of kids, fifteen year olds.	what	no	what it *exp*-3 was like *t*-2 * to kill someone	...what is a thing...	...what is every thing...	...what is the thing...	
86712:37	and, and, uh, he taught me how * to shoot, uh, a old single shot twenty-two *t*-1	### this was, it was not my, it was my mother's uncle,###this was a gentleman in his sixties,###speakerb118.###um.###speakera119.###and he took me out with him and, uh, single shot twenty-two, and taught me how * to shoot *t*-1.###speakerb120.###uh-huh.###speakera121.###we went *-1 squirrel hunting	how	no	how * to shoot, uh, a old single shot twenty-two *t*-1	...what is a way...	...what is every way...	...what is the way...	
155415:27	we're trying *-1 to think of how * to put away some savings and stuff like that *t*-2	###yeah,###that's sort of a problem.###speakera9.###yeah,###so uh, what do yo-,###speakerb10.### we're trying, we're trying *-1 to, uh,###so far we are in the clear credit wise###but, uh, the other side of it is,###so, not much on that side of it 0 * to add *t*-1 to it.	how	no	how * to put away some savings and stuff like that *t*-2	...what is a way...	...what is every way...	...what is the way...	
146531:115	i would find it *exp*-2 very difficult, uh, * to, uh, place eit-, my father or my step-mother uh, in a place like that. particularly, since i know how they feel about it *t*-1.	###and how do you feel *t*-1 about * putting someone in the nursing home?###speakera15.###well, i don't think that uh, any of my relatives would really like *-1 to go there.### i, i believe, if i, am in a position, uh, like when my mother gets to a point where she needs special care *t*-1 *t*-2 that i will be able *-4 to just bring her *ich*-3 into my home and my father also, and uh, or have someone go into their home, you know and uh, and look after them.###speakerb16.###uh-huh.###speakera17.###that way.###speakerb18.###yes,	how	no	how they feel about it *t*-1	...what is a way...	...what is every way...	...what is the way...	
5244:13	and she said how did you know 0 those are the colors 0 we used *t*-1 *t*-2.	###yeah.###those are pretty.###speakera83.###number one turned out just great,###and the lady said 0 she couldn't believe that they know that i had done it in the colors, that they had decorated the nursery *t*-1###and i didn't even know it.###speakerb84.###oh, that's a mumblex.###speakera85.###i gave it to her	how	no	how did you know 0 those are the colors 0 we used *t*-1 *t*-2	...what is a way...	...what is every way...	...what is the way...	
86728:108	i think 0 there is a lot of responsibility *ich*-3 on any of us gun owners * to make * sure that whoever *t*-1 is around us is at least safe and knows how * to use one *t*-2.	###uh-huh.###speakera125.###and i thought 0 that was the neatest thing###and, of course uncle sam took me out, took me hunting with him###speakerb126.###yeah.###speakera127.###and he let me shoot and showed me how.###speakerb128.###all right.	how	no	how * to use one *t*-2	...what is a way...	...what is every way...	...what is the way...	
107462:37	uh, and, and i'm not sure how you go about *-1 really finding out what people are really like *t*-2 before you vote for them *t*-3.	###oh, that's all right.###speakerb16.###um, one thing that i-, that i think probably one of the reasons that people don't vote more *t*-1 is because they don't know the candidates.###and i think sometimes, you know,###that's one thing that i have learned *t*-1 in *-2 w-, working in elections and things is, you know, 0 sometimes even when you work for someone *t*-3 you don't really know what they're like *t*-4.###i know 0 there's been a couple of people that we voted for *t*-1 and worked for###and when they got in office *t*-1 it was just a disaster.###speakera17.###well,###speakerb18.	how	no	how you go about *-1 really finding out what people are really like *t*-2 before you vote for them *t*-3	...what is a way...	...what is every way...	...what is the way...	
120021:35	you just get a book that *t*-1 tells you how * to do it *t*-2 or what?	###speakerb24.###oh, my gosh.###speakera25.###but it was fun.###i really enjoyed it.###speakerb26.###well, how'd you learn *-1 to do that to fix them up *t*-2?###speakera27.###oh, you just,###speakerb28.	how	no	how * to do it *t*-2	...what is a way...	...what is every way...	...what is the way...	
115523:46	when i like something *t*-3, i usually try *-1 to figure out how * to make money off of it *t*-2.	###speakerb86.###speakera87.###that's,###uh, well, my, my other things that i like *-1 to do *t*-2 in my spare time, i'm, i like *-3 swimming.###speakerb88.###uh-huh.###speakera89.###which *t*-1 is in now.###i've done that###and i, i also,	how	no	how * to make money off of it *t*-2	...what is a way...	...what is every way...	...what is the way...	
150497:18	and i don't know who *t*-1 looks forward to it more, the students or the teachers and the staff.	###i am a secretarial executive assistant,###but i don't think 0 the teachers could stand the stress all, all year long frankly.###speakera49.###uh-huh.###speakerb50.###it is just, 0 texas has really, um, you know,###they want everybody educated *-1, no matter what it costs *t*-2,###uh, and it, it would be just,###we all look forward to,###like in two weeks we have spring break,	who	no	who *t*-1 looks forward to it more, the students or the teachers and the staff	...who is a person...	...who is every person...	...who is the person...	
7789:21	and i don't even know where i even put that paper *t*-1.	###speakerb20.###not lately though.###speakera21.###we have been talking about this,###i tried *-1 to call earlier,###speakerb22.###uh-huh.###speakera23.###and we had made a list of all these, uh, baseball teams and the cities that they were from *t*-1, mumblex###then i started *-1 cleaning	where	no	where i even put that paper *t*-1	...what is a place...	...what is every place...	...what is the place...	
19249:155	it, it takes awhile * to, to get used to something, you know, if, if they have completely chain-, on the, place has completely turned that much around to where they're not, you know, not what they used *-2 to be *t*-1 *t*-3,	###well, good * to talk,###speakera1.###well, what is your view *t*-1,###do you consider the soviet union a threat?###speakerb2.###i don't know that it's so much *ich*-1 a military threat anymore as a,###well, you know, it's, it *exp*-3's real confusing right now * to know what kind of a, of, of a threat it is *t*-1, i guess 0 *t*-2,###speakera3.###sure.###speakerb4.	where	no	where they're not, you know, not what they used *-2 to be *t*-1 *t*-3	...what is a place...	...what is every place...	...what is the place...	
84712:14	that is crime where they videoed *t*-1.	###right.### or the, or the jackets, the team like the raiders and the caps.###speakerb199.###yeah.###speakera200.###speakerb201.###yeah.###speakera202.###you know, * stealing the hundred dollar jackets.###uh, i mean, it is i guess, it goes from the most petty like that to like what you were saying that they, in boston.	where	no	where they videoed *t*-1	...what is a place...	...what is every place...	...what is the place...	
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none	no	Do you want a tissue?	A tissue…?	Every tissue…?	The tissue…?	
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none	no	Can I hand you a napkin?	A napkin…?	Every napkin…?	The napkin...?	
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none	no	Did you return the book you borrowed?	A book...?	Every book…?	The book...?	
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none	no	Can you text me the movie schedule?	A movie schedule...?	Every movie schedule…?	The movie schedule...?	
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none	no	Did you grab all the cookies?	A cookie...?	Every cookie…?	The cookie...?	
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none	no	Have you read all her novels?	An novel...?	Every novel…?	The novel...?	
