TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
107862:37	i mean, nothing comparable, i guess, to what you've had *t*-1 before.	###a couple of weeks ago we were cooler than normal,###but then we're back to * being warmer than normal this week, or last week,###so.###speakerb38.###just so we don't have one of those famous ice storms in the spring.###speakera39.###speakerb40.###speakera41.###i don't have *-1 to live through many, any of those really,###a bad,	what	no	what you've had *t*-1 before	...what is a thing...	...what is every thing...	...what is the thing...	
173804:38	and, uh, i'm not sure 0 they know exactly what, uh, uh, public education supposed *-1 to be for *t*-2 anymore.	###but, you know,###speakera1.###yeah.###i guess, uh, uh, 0 it's an easy one for me.###i think 0 that's, uh, there's something seriously wrong,###yeah.###speakerb2.###what is it *t*-1 that you are, you know, particularly upset about *t*-2?###speakera3.###uh, i guess, uh, i think 0 they've lost their compass	what	no	what, uh, uh, public education supposed *-1 to be for *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
175754:23	i've never really totally understood what our purpose *ich*-2 was *t*-1 over there.	###speakerb8.###* ended up * being,###i was in the last, last lottery.###speakera9.###yeah.###speakerb10.###and i was glad 0 it was over by then.###speakera11.###right.###speakerb12.	what	no	what our purpose *ich*-2 was *t*-1 over there	...what is a thing...	...what is every thing...	...what is the thing...	
104836:81	it's, uh, it *exp*-2's a scary thing * to know that, uh, you just don't know what people are doing *t*-1 uh, before they go to work.	###uh, i don't either.### i, uh, i've never,###i don't work,###at home right now.###i stay home with my children.###uh, but my husband works###and they do have that at his place of employment###and neither of us have a problem with it.###we've,###particularly, like you said with the things that the airlines and, and such.	what	no	what people are doing *t*-1 uh, before they go to work	...what is a thing...	...what is every thing...	...what is the thing...	
98593:40	so we don't know what *t*-1 is really going on, what *t*-2 is, uh, really the range of sentences or awards that *t*-3 are, uh, are actually, uh, in the end applied *-4.	###speakerb27.###uh-huh.###speakera28.###uh, and many of those get overturned *-1 or get reduced *-1 in terms of sentences, or get changed *-1 by a judge or an appeals court###speakerb29.###right.###speakera30.###and that never makes the, the press###and so, when, uh, you or i as an individual gets on a jury *t*-1 we tend *-2 to have certain mental images of what *t*-3's what because we see the headlines, uh,###and we don't have, a-, again, a lot of knowledge,	what	no	what *t*-2 is, uh, really the range of sentences or awards that *t*-3 are, uh, are actually, uh, in the end applied *-4	...what is a thing...	...what is every thing...	...what is the thing...	
61922:84	and and it puts me right up-to-date what i'm, what i have *-1 to do *t*-2, what i have *-3 to ship *t*-4, what i should be expecting *t*-5 to be returned *-7.	###speakera89.###uh-huh.###speakerb90.###and they're dated.###so i have *-1 to keep up with them, uh,### and and it *exp*-1's very handy * doing it on the computer.###speakera91.###yeah.###speakerb92.###i just run a printout every week	what	no	what i have *-3 to ship *t*-4	...what is a thing...	...what is every thing...	...what is the thing...	
174272:72	but i. i tend *-1 to follow it *-3 just to, just to know what *t*-2's going on.	###speakerb32.###speakera33.###it,###there would be much more of that.###speakerb34.###yeah###no doubt.###are you involved in the legal system at all?###speakera35.###no.	what	no	what *t*-2's going on	...what is a thing...	...what is every thing...	...what is the thing...	
103909:62	uh, i don't know if, where you grew up *t*-2 in your, what you saw *t*-1 back, uh, years ago,	###i look at our big green containers,###and i say, well, they work fine###and i keep mine outside the garage so that i don't have any odors###but it's clearly a place where, uh, uh,###speakera9.###oh, right.###speakerb10.###it *exp*-2 will be interesting * to see how well that works *t*-1###and i am, i'm glad 0 the community is doing it.###uh, it's one of those things that *t*-1 kind of has *-2 to be forced *-3 on people.	what	no	if, where you grew up *t*-2 in your, what you saw *t*-1 back, uh, years ago	...what is a thing...	...what is every thing...	...what is the thing...	
11677:35	and, uh, they had *-1 to teach a wolf how *-3 to, to howl *t*-2.	###speakerb78.###no,###huh-uh.###speakera79.###it was,###they tried *-1 to keep it, you know, as very close to real.###speakerb80.###uh-huh.###speakera81.###i mean like kevin costner did all of his own scenes	how	no	how *-3 to, to howl *t*-2	...what is a way...	...what is every way...	...what is the way...	
4531:36	and more and more people start *-2 believing them or wondering how * to combine them with other things *t*-1,	###and, part of it is 0 california, you know, in, back in the sixties, had a lot of alternative movements###speakerb98.###speakera99.###and some of them fizzled out###and some of them were disastrous###and others of them, um, had an impact on the society around here.###and one of the ones that *t*-1 had an impact was, uh, people becoming interested in alternate practices,###i'm not sure if it was a meditation practice, or if it was, you know, which *t*-1 is similar to a stress management practice or alternates to, uh, a m a approved medicine.###uh, you have, you know, major, um, acupuncture schools and things out here.### and, and you could have them around long enough	how	no	how * to combine them with other things *t*-1	...what is a way...	...what is every way...	...what is the way...	
101394:16	i don't see how you eat that *t*-1,	###it's not the one with all the shells and stuff in it, is it *?*?###speakera63.###no,###no.###that's kind of louisiana i think 0 *t*-1 if you do that.###speakerb64.###i don't know what that,###speakera65.###yeah,###speakerb66.	how	no	how you eat that *t*-1	...what is a way...	...what is every way...	...what is the way...	
88413:16	and i think about how it used *-1 to be *t*-3 if you were doing a paper and you had *-2 to go back and retype everything,	###oh, how wonderful.###speakera79.###so, you know, it's just,###speakerb80.### that, i had heard that that was better. that was a better one.###speakera81.###yeah.###speakerb82.###speakera83.###yeah.	how	no	how it used *-1 to be *t*-3 if you were doing a paper and you had *-2 to go back and retype everything	...what is a way...	...what is every way...	...what is the way...	
169004:22	uh, i don't know how exactly i feel about that *t*-1.	###not a huge part but a, you know###speakerb40.###a growing part.###speakera41.###the aids population i guess that *t*-2 have it, that *t*-1 don't know 0 they do are spreading it.###speakerb42.###uh-huh.###speakera43.###but, again, * to require, you know, such a test and jus-, and then to make, make it mumblex is * to subject them to, to discrimi-, discriminatory practices and other things.###i don't know,	how	no	how exactly i feel about that *t*-1	...what is a way...	...what is every way...	...what is the way...	
151728:33	so i, i kind of know how * to do these things *t*-1.	###speakera10.###oh.###speakerb11.###and i brought a lot of family together then.###speakera12.###uh-huh.###and how did you feel 0 it went *t*-1?###speakerb13.###it went pretty good.### i'm, i've worked in hotels,	how	no	how * to do these things *t*-1	...what is a way...	...what is every way...	...what is the way...	
90258:41	she has a, a child *ich*-2 in connecticut who *t*-1 is extremely gifted,	###speakerb51.###and she said, i think 0 we can get him real fast.###speakera52.###uh-huh,###uh-huh.###speakerb53.###and sure enough, they tested him###and, you know, he qualified for, for the help,###and it's been great,### and i, and i thank god 0 i'm here, because i, i know 0 i have a sister who *t*-1 has the other extreme.	who	no	who *t*-1 is extremely gifted	...who is a person...	...who is every person...	...who is the person...	
123203:40	i'm not sure, i'm not sure who they play *t*-1.	###he is *?*.###speakerb42.###speakera43.###yes.###speakerb44.###well, do you think 0 they're, they're going *-1 to be able *-2 to make it this year, past the first playoff game?###speakera45.###uh i s-, i sure hope so.###speakerb46.###speakera47.	who	no	who they play *t*-1	...who is a person...	...who is every person...	...who is the person...	
49373:19	i was reading just recently where the typical administrator in the, montgomery county public schools makes,	###uh-huh.###speakerb146.###uh, and because the cost of living around here is so high,###speakera147.###oh.###speakerb148.###public employees make great salaries around here.###speakera149.###oh.###speakerb150.	where	no	where the typical administrator in the, montgomery county public schools makes	...what is a place...	...what is every place...	...what is the place...	
63673:21	and they put them right near where they have the time cards *t*-1.	###so it's getting people clean out their closets and such.###speakera29.###uh-huh.###speakerb30.###and then like, the week before that, they said * go through your cupboards and any food that *t*-1 is still good, * bring it in###and they brought it down to the shelters.###and, they have, one, two, they have three, i think, that i know of *t*-1 for cans for people 0 *t*-2 have pop,###speakera31.###uh-huh.###speakerb32.	where	no	where they have the time cards *t*-1	...what is a place...	...what is every place...	...what is the place...	
105071:22	but now i've gotten to where skiing is just kind of wears me out more than it does thrill me *t*-1.	###speakerb10.###speakera11.###and so i get back down in there### and, and i'll be if he didn't do it again.###this time a little earlier### and, and i had let * go before then and, before they took off this time and, and swatted him away.###so i moved over a, a few feet in the water and got out of his little realm where he was living *t*-1 underneath the dock and, uh, managed *-2 to get up.###* didn't go very far,###but i got up.###and it, it was a nice, uh, nice long skiing career,	where	no	where skiing is just kind of wears me out more than it does thrill me *t*-1	...what is a place...	...what is every place...	...what is the place...	
109227:56	you need *-1 to get into the the system a little more and know where * to take things *t*-2.	###well,###speakerb8.###but, uh it's working up to a year now,###speakera9.###yeah.###speakerb10.###so, i guess 0 we're old timers compared to some people.###speakera11.###yeah,###i think 0 that's a good excuse.	where	no	where * to take things *t*-2	...what is a place...	...what is every place...	...what is the place...	
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none	no	Do you want a tissue?	A tissue…?	Every tissue…?	The tissue…?	
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none	no	Can I hand you a napkin?	A napkin…?	Every napkin…?	The napkin...?	
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none	no	Did you return the book you borrowed?	A book...?	Every book…?	The book...?	
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none	no	Can you text me the movie schedule?	A movie schedule...?	Every movie schedule…?	The movie schedule...?	
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none	no	Did you grab all the cookies?	A cookie...?	Every cookie…?	The cookie...?	
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none	no	Have you read all her novels?	An novel...?	Every novel…?	The novel...?	
