TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
10369:13	and lord knows what *t*-1 happened to him.	###if you shut that door he goes into hiding.###speakerb34.###oh no.###speakera35.###i think 0 it's from the time 0 he jumped off the balcony *t*-1.###speakerb36.###yes,###uh-huh,###that's it.###speakera37.	what	no	what *t*-1 happened to him	...what is a thing...	...what is every thing...	...what is the thing...	
175540:69	but, if you, i think 0 you can tolerate a lot of problems if you understand what *t*-1's going on.	###for two years we didn't. and, we, which *t*-1 was a, kind of stupid.### but, uh, but our organization is doing something else t-, on monday.###uh, we're having a, for all unclassified programs, we're, we're having little tables put *-1 up in front of mumblex lab in the hallways###and every, all the other employees are going *-1 to come around and see what sort of things we do *t*-2. which i thought 0 *t*-3 was kind of interesting and, but, uh, but that, that sort, sort of thing.###speakerb18.###yeah,###that is interesting.###speakera19.###speakerb20.###speakera21.	what	no	what *t*-1's going on	...what is a thing...	...what is every thing...	...what is the thing...	
129237:18	so i don't know what *t*-1 was decided *-2.	###uh, how do i feel about it *t*-1?### i, i don't know.###well, i guess 0 it is right in certain cases.###uh,###speakera11.###yeah.###speakerb12.###becau-,###well, the one 0 i was just on *t*-1, i don't,###i was an alternate on the case,	what	no	what *t*-1 was decided *-2	...what is a thing...	...what is every thing...	...what is the thing...	
172540:45	i'm, i'm not sure 0 i understand what you mean *t*-1.	###but i guess 0 when i hear, when i see the comparison between the united states and, uh, any other western country *t*-1, uh, their, their rates are like, uh, forty-one, forty-two and ours are like thirty-six, thirty-seven, you know,###if you compute as a percentage of total income, all taxes lumped together, we actually do pretty well.### t-, th-, there's no other country that *t*-3's, that *t*-1 is taxed *-2 as low as we are *?*.###speakerb35.###well and i still think that, * having lived in europe for awhile, you know, difference in living conditions are certainly well worth, uh, what we pay *t*-1 for it.###speakera36.###yeah.###speakerb37.###speakera38.###uh-huh.	what	no	what you mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
27907:78	and then i inevitably discover that i have no innate music talent relative to composition and that i struggle and really can't quite understand what is *t*-1 that other people take *t*-2 for granted, in composition themes	###speakera45.###yeah.###speakerb46.###uh,###speakera47.###it is a time consumer.###speakerb48.###it is *?*.###in order * to continue *-1 to, to grow and### i, i always think that i'll be able *-1 to do it	what	no	what is *t*-1 that other people take *t*-2 for granted, in composition themes	...what is a thing...	...what is every thing...	...what is the thing...	
163753:29	uh, well, i don't know exactly what *t*-1's hot down in texas.	###and spare the economy.###yeah,### it's really, it's a hard balance.### it, it definitely is *?*.###even not for government,###even just, say, for a small business.###uh, i know some,###speakera1.###type of music is hot down in texas?###speakerb2.	what	no	what *t*-1's hot down in texas	...what is a thing...	...what is every thing...	...what is the thing...	
58645:18	my dad wouldn't know what * to do *t*-1.	###speakerb79.###my dad could eat, a, a meal with out any vegetables at all.###speakera80.###oh, my gosh.###speakerb81.###and, uh, susan's, you know, they had, you know meatless meals, you know.###speakera82.###yeah,###yeah.###speakerb83.	what	no	what * to do *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
177104:40	i'm not su-, exactly sure, uh, what the circumstances surrounding the deaths.	###speakerb30.###yeah,###it's really ridiculous.###speakera31.###and i'm just trying *-2 to determine, you know, how you address, how you weigh, you know, rodney getting, getting the hell beat *-1 out of him against, you know, forty deaths *t*-3.###speakerb32.###against forty other people being,###speakera33.###yeah.###and there's no other,	what	no	what the circumstances surrounding the deaths	...what is a thing...	...what is every thing...	...what is the thing...	
175349:16	i don't know how it works exactly *t*-1	###speakera35.###well.###speakerb36.###plea bargaining is something completely different.### that, that actually prevents trials. or at least speeds them up.###speakera37.###well, i know.###that's mumblex what i'm saying *t*-1.###but i think 0 a lot of, all of the whole criminal system is messed *-1 up in, in that regard.###i mean, you know, people who *t*-1 commit, uh, crimes that they,	how	no	how it works exactly *t*-1	...what is a way...	...what is every way...	...what is the way...	
145166:115	actually spring semester a year from now he's going *-1 to have *-2 to be in child care f-, uh, five days a week more than likely. uh, depending on how my class schedule runs *t*-3	###uh, she's,###speakerb22.###i was a professor in a university here in california for a while.###speakera23.###yeah.###speakerb24.###yeah,###uh, are you going *-1 to, uh, put your son in child care in a, a year or two?###speakera25.###uh, probably. uh,	how	no	how my class schedule runs *t*-3	...what is a way...	...what is every way...	...what is the way...	
40208:11	i forget how that works *t*-1.	###boy they have the seeing eye.###speakera165.###uh-huh.###speakerb166.###what do they have *t*-1###walter davis and,###speakera167.###they've got two, the two johnson brothers###or they're not brothers,###but i mean 0 there's two guys named * johnson *ich*-1 on their team that *t*-2 are really good or doing good or something,	how	no	how that works *t*-1	...what is a way...	...what is every way...	...what is the way...	
5042:13	and he says how do you get that from there to the material *t*-1.	###have you been cross-stitching long?###speakera9.###oh, several years.###my husband is even interested in it now.###he likes *-1 to help me design, um, you know, projects that *t*-2 are, a little more customized.###speakerb10.###oh, really.###speakera11.###speakerb12.### mine, sort of, he looks at the pattern	how	no	how do you get that from there to the material *t*-1	...what is a way...	...what is every way...	...what is the way...	
2735:140	if they're just going *-1 to be meeting with t i --ers like * to talk about a patent kind of thing and the, they're engineers that they're talking too *t*-2, they dress kind of like how the engineers are dressed *t*-3	###with the, you know, the little suspenders or something on###so. we've, we've kind of had a variety there###speakera89.###that's great.###speakerb90.###but, i think 0 a lot of times it's, it's mainly who they're going *-1 to meet with *t*-2,###or they're meeting with people that they know 0 *t*-2 is going *-3 to be dressed *-4 that way then that's how they are *t*-1.###speakera91.###yeah.###speakerb92.	how	no	how the engineers are dressed *t*-3	...what is a way...	...what is every way...	...what is the way...	
28106:159	and so they're getting, they get the socialization with other kids, and, you know, and not really school, but, but a different authority than mom, once in a while, you know, kind of *-2 learning how * to deal with society *t*-1.	###i mean, you figure 0 there's got *-1 to be more to life than * sitting here playing with this child.###speakera50.###yeah,### it's, it's great while they're really little,###but as they get older and they're more independent, and there's things 0 * to do *t*-1, then it *exp*-2's good for them to go to different,###speakerb51.###uh-huh.###speakera52.###i mean, it, he goes to a, a mother's day out program now once a week.###both of my kids do,	how	no	how * to deal with society *t*-1	...what is a way...	...what is every way...	...what is the way...	
58758:18	and my mother taught me how * to make it *t*-1.	###and, um, the sticky buns, of course, would last, you know three or four days###and that would be it.###speakera116.###yeah,###then be gone.###i know,###that's the thing about baking.### i used *-1 to, i, i don't mind *-2 baking at all###and i, i can do a pretty good pie,###we have this pie crust recipe *ich*-1 in our family that my grandmother gave my mother *t*-2	how	no	how * to make it *t*-1	...what is a way...	...what is every way...	...what is the way...	
170113:94	but, really, i'm, i happy, i, i, well i'm curious how other people live *t*-1.	###speakerb4.###speakera5.###mumblex i don't, uh, uh, i don't have a long-term financial plan.###i don't try *-1 to control my expenses.###speakerb6.###speakera7.###but i'm, i'm glad 0 you're a stranger.###speakerb8.###that sounds kind of like me.###speakera9.	how	no	how other people live *t*-1	...what is a way...	...what is every way...	...what is the way...	
16685:29	i mean, i don't even know who *t*-1 did which ones,	###speakerb56.###yeah.###speakera57.###speakerb58.###oh, i see what you're saying *t*-1.###speakera59.###huh?###speakerb60.###yeah.###speakera61.	who	no	who *t*-1 did which ones	...who is a person...	...who is every person...	...who is the person...	
104217:95	and, of course, i get *-1 to watch all these movies like * look who *t*-2's talking and who *t*-4's, * look who *t*-3's talking, too	###it j-,,###i guess 0 maybe it would have been better if we'd have been at the theater as opposed to, uh, * just at the house watching it with, with no one else around.###speakera47.###uh-huh.###speakerb48.###speakera49.###uh-huh.###speakerb50.###so,###speakera51.	who	no	who *t*-3's talking, too	...who is a person...	...who is every person...	...who is the person...	
29366:22	and they go back and forth, where everyone's giving some opinions *t*-1	###speakera41.###they don't report on every murder and shooting that *t*-1 happened in, in every little town.###speakerb42.###no,###no.###it's very much national interest news.###speakera43.###yeah.###speakerb44.###a lot of times they end up, um, with these panels of experts	where	no	where everyone's giving some opinions *t*-1	...what is a place...	...what is every place...	...what is the place...	
45515:39	they're always up where they don't, where they're not supposed *-1 to be *t*-2.	###speakerb110.###i have *-1 to be real careful about where i put things *t*-2,###speakera111.###uh-huh.###speakerb112.###if the cats will, will jump up on things and knock things over all the time,###speakera113.###oh, no.###oh, no.###speakerb114.	where	no	where they don't, where they're not supposed *-1 to be *t*-2	...what is a place...	...what is every place...	...what is the place...	
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none	no	Do you want a tissue?	A tissue…?	Every tissue…?	The tissue…?	
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none	no	Can I hand you a napkin?	A napkin…?	Every napkin…?	The napkin...?	
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none	no	Did you return the book you borrowed?	A book...?	Every book…?	The book...?	
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none	no	Can you text me the movie schedule?	A movie schedule...?	Every movie schedule…?	The movie schedule...?	
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none	no	Did you grab all the cookies?	A cookie...?	Every cookie…?	The cookie...?	
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none	no	Have you read all her novels?	An novel...?	Every novel…?	The novel...?	
