TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
111013:18	so i don't know what *t*-1 happened last week	###but you know you need *-1 to *?* pretty soon.###speakerb11.###well, that's the way 0 this was *t*-1.### the, the petunias were really great.###our mums are, are beautiful,###speakera12.###oh.###speakerb13.###uh, i don't know if we, i don't think 0 we've had a frost up here.### i've been, i was down in mumblex for a week,	what	no	what *t*-1 happened last week	...what is a thing...	...what is every thing...	...what is the thing...	
73368:24	and then you don't really know what *t*-1 happened.	###i was seeing something on the television *ich*-1 earlier about a little girl that *t*-2's been telling her mother these terrible stories###and of course people are denying it.###and, uh, it's just frightening.###it really is *?*.###speakerb144.###well, what, what *t*-1's frightening is a parent to see things that, that you don't really don't understand *t*-2.###speakera145.###huh-uh.###huh-uh.###speakerb146.	what	no	what *t*-1 happened	...what is a thing...	...what is every thing...	...what is the thing...	
164554:74	it's, it *exp*-1's a difficult, uh, problem, isn't it *?*, * to determine how you're going *-2 to punish somebody for a particular crime *t*-3, uh,	###speakerb28.###and i don't think that, that rehabilitation is effective.###speakera29.###right.###* have *-1 to agree with you,###and i'm kind of i-, in favor of capital punishment also.###i just don't think that it acts much as a deterrent to these people because, uh, you still see them committing the same crimes,###but, i tend *-1 to agree with you that, uh, we should have it.### i just, i don't know that it's always effective,###but i guess 0 we, uh, we're kind of stuck with it.	how	no	how you're going *-2 to punish somebody for a particular crime *t*-3	...what is a way...	...what is every way...	...what is the way...	
136260:19	isn't it *exp*-1 strange how people are fascinated *-2 by other people that they think 0 *t*-3 are strange *t*-4?	###that's why i don't see it *t*-1.###speakerb82.###yeah,###i'll watch that occasionally.###he's got some real,###i don't know,###there's some real weird people that, he seems *-1 to come up with *t*-2.###speakera83.###speakerb84.###speakera85.	how	no	how people are fascinated *-2 by other people that they think 0 *t*-3 are strange *t*-4	...what is a way...	...what is every way...	...what is the way...	
59470:70	but, uh, i certainly agree that if someone owns a fire arm that have as much responsibility * to know how * do, use it safely *t*-2 as someone learns how * to drive *t*-1, if not more so.	###uh-huh.###well, we can could be,###speakerb46.###i said 0 the restrictions 0 i would like *-1 to see *t*-2 on, for anybody, whether it being for handgun, a rifle, a shotgun,###i would like *-1 to see them go through either,###i'd like *-1 to see a law enforcement agency, not n r a,###but whether it be the, your state police or your county police for you to be able purchase a handgun. you got *-1 to go through their course and get certified *-2 that you know how * to properly handle the weapon *t*-1, how * to safely handle the weapon *t*-3, how * to properly maintain it *t*-4, the three basics.###speakera47.###well, that makes a lot of since to me.###i mean, i certainly feel that if, if, we may disagree on when someone should own a fire arm *t*-1	how	no	how * do, use it safely *t*-2	...what is a way...	...what is every way...	...what is the way...	
59124:25	and, um, i can't imagine how i stayed home *t*-1.	###yeah.###speakerb64.###you know, i think 0 i'm just part of tha-, the new stuff, that *t*-1 is just,###i don't know, i think 0 i would just go nuts *-1 sitting at home all day long.###speakera65.###well you know, i can't imagine how i did *t*-1, because now i work all the time,###speakerb66.###yeah.###speakera67.###and, um, well i work all week,	how	no	how i stayed home *t*-1	...what is a way...	...what is every way...	...what is the way...	
31220:117	at the same time you think, god, i hope 0 i don't sound like a stage mother because, right now if you ask my friends t-, put twenty mothers in a room and ask them how many *t*-2 have gifted children, you're going *-1 to have twenty hands, you know, up there.	###yeah.###speakera56.###i don't know.###speakerb57.###well, that's, you know, that's an idea.###maybe there need *-1 to be some radical changes made *.###* do some things that *t*-1 are totally different and unheard of.###speakera58.###well, you know, you, you sit here###and you think about that.	how	no	how many *t*-2 have gifted children	...what is a way...	...what is every way...	...what is the way...	
1131:38	and i wonder, i really do wonder how people do that *t*-1.	###for al-, of the time 0 i've spent *t*-1 there, i still don't quite understand how certain things that i assume 0 *t*-2 and require privacy and require not just that you be alone but actually that you have a sense of privacy *t*-3.###speakerb94.###yes.###speakera95.###because anyone can be alone for some period of time###but for me a lot of what i do *t*-1 requires a sense that there's this invisible barrier around me which people wil-, will respect *t*-2.###speakerb96.###yes.###speakera97.###and if that's gone, um, i, i really don't know how *-1 to live *t*-2 very well,	how	no	how people do that *t*-1	...what is a way...	...what is every way...	...what is the way...	
86707:53	and he took me out with him and, uh, single shot twenty-two, and taught me how * to shoot *t*-1.	###speakerb116.###but at least it was a b b gun not a twenty-two or a four ten or something###so,###speakera117.###i remember 0 i had an old uncle up by tulsa, oklahoma that *t*-1 took me out and, uh, showed me.### this was, it was not my, it was my mother's uncle,###this was a gentleman in his sixties,###speakerb118.###um.###speakera119.	how	no	how * to shoot *t*-1	...what is a way...	...what is every way...	...what is the way...	
47454:21	and i couldn't tell you who *t*-1 pitched,	###that's about my extent of, um, about baseball,###i don't know, that much about it.###speakerb30.###well, i can tell you, that the mets opened, i think *rnr*-1, two days ago,###speakera31.###speakerb32.###speakera33.###uh-huh.###speakerb34.###because my brother was supposed *-1 to go to the opening game,	who	no	who *t*-1 pitched	...who is a person...	...who is every person...	...who is the person...	
7772:19	i don't even know who *t*-1 won the pennant last year.	###and a lot more games, right?###speakerb14.###yeah,###that's exactly right.###speakera15.###uh-huh.###speakerb16.###but i think,###* let 0's see,###the teams that *t*-1 were there last year were, see, somebody from california,	who	no	who *t*-1 won the pennant last year	...who is a person...	...who is every person...	...who is the person...	
124813:32	and i was just starting *-1 to get to where it was getting me in trouble *t*-2	###um.###speakerb25.###it's a very expensive area.###speakera26.###yeah.###speakerb27.###so, sometimes you have no other choice if you need *-1 to buy something.###speakera28.###yeah.###well, i, i know 0 i was up in there and a lot of credit cards,	where	no	where it was getting me in trouble *t*-2	...what is a place...	...what is every place...	...what is the place...	
57612:54	i, i'm beginning *-1 to wonder is, where do you get gas at *t*-2.	###speakera45.###yeah.###speakerb46.###he was out at tech###and he, he finished it off.###speakera47.### i'm, i guess 0 you're right### the, the diesel has almost fallen into unpopular status.###i don't know exactly why.###one of the reasons is	where	no	where do you get gas at *t*-2	...what is a place...	...what is every place...	...what is the place...	
9848:32	* tell me, tell me where you're calling from *t*-1.	###speakerb116.###but i guess 0 that's, that's a different topic isn't it *?*?.###speakera117.###probably so.###well, i think 0 that's about, uh, that's about covered it for me,###so i think 0 i'll say good-bye###and we'll talk another time perhaps.###speakerb118.###yeah.###well, it *exp*-1 was nice * talking to you.	where	no	where you're calling from *t*-1	...what is a place...	...what is every place...	...what is the place...	
77970:18	and i can't remember where the other one lives *t*-1.	###well i know 0 both of my kids didn't want *-1 to live anywhere around the, the downtown areas,###speakera81.###right.###speakerb82.###they both moved way out.###speakera83.###uh-huh,###yeah.###speakerb84.###i think 0 one of them lives in germantown	where	no	where the other one lives *t*-1	...what is a place...	...what is every place...	...what is the place...	
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none	no	Do you want a tissue?	A tissue…?	Every tissue…?	The tissue…?	
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none	no	Can I hand you a napkin?	A napkin…?	Every napkin…?	The napkin...?	
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none	no	Did you return the book you borrowed?	A book...?	Every book…?	The book...?	
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none	no	Can you text me the movie schedule?	A movie schedule...?	Every movie schedule…?	The movie schedule...?	
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none	no	Did you grab all the cookies?	A cookie...?	Every cookie…?	The cookie...?	
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none	no	Have you read all her novels?	An novel...?	Every novel…?	The novel...?	
