TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
113411:16	i don't know what we're going *-1 to be able *-2 to do *t*-3 about it	###yeah,###and * thank god 0 we don't operate our budget, the way 0 they operate theirs *t*-1###or we'd all be in, in dire trouble.###speakerb32.###speakera33.###speakerb34.###amen.###speakera35.###but that's, uh,###yeah,	what	no	what we're going *-1 to be able *-2 to do *t*-3 about it	...what is a thing...	...what is every thing...	...what is the thing...	
40149:29	i, maybe i misunderstood what they meant *t*-1.	###well, i thought 0 he was gone period.### i, i didn't read the story,###but i, i, read that, uh,###speakerb144.###i heard 0 he was suspended *-1. because of his,###speakera145.###well, that might have been what it was *t*-1,###speakerb146.###speakera147.###but i, i guess 0 the headlines said something about him, you know, that the mavericks released him or something,	what	no	what they meant *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
54070:31	mumblex i don't know what, what, is, it's like *t*-1 there,	###needlepoint, cushions and things.###speakerb50.###yeah.###speakera51.###but, it just seems like there'd be so much time involved * in it, you know, and, and that the petty point and things like that.###speakerb52.###yeah.###speakera53.### it's like, god, it, it seems like it *exp*-3's easier * just to go out and buy it *-2 already made *-1.###speakerb54.	what	no	what, what, is, it's like *t*-1 there	...what is a thing...	...what is every thing...	...what is the thing...	
67603:53	but, uh, this dog, dennis jumped in and got this look on his face like what do i do *t*-1 now, as he's floating down the river then finally discovered that he could swim and, uh, actually paddled up against the current and, uh, made it back to the shore and climbed up	###speakera96.###'cause if she fell in then i'd of been, had *-1 to go in after her.###speakerb97.###speakera98.###and up here the water's probably about forty degrees right now.###speakerb99.###ugh,###ugh.###speakera100.###and i would not have been fun *-1 trying *-2 to retrieve her,	what	no	what do i do *t*-1 now	...what is a thing...	...what is every thing...	...what is the thing...	
110571:11	i know what you mean *t*-1.	###speakera44.###right,###yeah.###speakerb45.###and, uh, they have *-1 to,###my waist is kind of small compared to the hips,###so it has *-1 to be not the straight up and down levis kind.###speakera46.###yeah,###yeah,	what	no	what you mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
4959:7	astonishing what the younger ages know *t*-1,	###speakerb102.###because you will eventually be killed *-1.###and, i just, i'm just totally aghast at a what *t*-1's going on.###speakera103.###oh, i know.###i know, um,###i work in school. you know,###that's something 0 i do *t*-1###and i, it really is###i'm like you	what	no	what the younger ages know *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
71931:21	uh, i'm not sure what the future holds *t*-1 for that	###speakerb10.###always home by the time 0 you got home *t*-1.###speakera11.###yeah.###yeah,### that, that statistic i guess has been growing every year###it's like something around sixty, sixty-five percent or so now.###speakerb12.###uh-huh.###speakera13.	what	no	what the future holds *t*-1 for that	...what is a thing...	...what is every thing...	...what is the thing...	
93701:85	and that's the hard decision, is, okay, if i'm going *-1 to run in the mornings, what am i, what do i trade it off for *t*-2.	###speakerb118.###when your life becomes sedentary *t*-1 is when you have *-2 to make yourself a plan *t*-3,###speakera119.###uh-huh.###speakerb120.###and what *t*-1's real funny about plans is that there's a struggle between, uh, when you, when you add something to your life *t*-2, when you add a plan to your life *t*-3,###something else has *-1 to go away###speakera121.###uh-huh.###speakerb122.	what	no	okay, if i'm going *-1 to run in the mornings, what am i, what do i trade it off for *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
131588:11	we know what we're wanting *-1 to, to, uh, study *t*-2	###speakera109.###i mean, i don't know why i even went to college when i was seventeen *t*-2 *t*-1.###speakerb110.###yeah,###it was,###speakera111.###it was a complete waste of money.###speakerb112.###yeah,###settle down,	what	no	what we're wanting *-1 to, to, uh, study *t*-2	...what is a thing...	...what is every thing...	...what is the thing...	
97332:39	we are just going *-1 to have, *-2 to see how things work out *t*-3.	###yeah.###speakerb88.###so you might have a real problem with that.###i think 0 it, it *exp*-1 hurts the parents * to leave when the child is crying *t*-2,###speakera89.### but, but i think 0 it,###speakerb90.###so it, you know, it would be ideal if you could get somebody in so you are not really leaving the child in a strange place.###speakera91.###yeah.	how	no	how things work out *t*-3	...what is a way...	...what is every way...	...what is the way...	
59254:13	and i saw how life was *t*-2 when she stayed home *t*-1	###and, she stayed home and raised her kids### and, and she expected all of her kids to do that too, and their wives and to be the, the housewife and have dinner ready by five and, and, you know, be there at every beck and call###and, i was raised *-1 totally opposite.###how we got together *t*-2, i don't know *t*-1,### but. because my mother had six girls,###and, you know, she worked too.###speakera105.###yeah.###speakerb106.###and, i guess 0 i just	how	no	how life was *t*-2 when she stayed home *t*-1	...what is a way...	...what is every way...	...what is the way...	
31283:31	and they are telling that they don't know how * to read *t*-1, you know.	###and, you know, they can get a, they can grasp the points.###can they convey the data verbally or in writing.###and that's what *t*-1's, you know, really scary to me.###uh, i would really, you know,###there's such a, a push among young mothers these days *-1 to make * sure 0 their child is computer literate.###i would really think that they should be stressing more can the kid write a thought and at an early age.###and if they can't *?*, i mean if they have missed that training, then somebody, you know, before you're, you're start *-4 penalizing them with bad grades for *-2 not being able *-3 to communicate what they're thinking *t*-1, teach them these basic skills.###speakerb77.###yeah.###it *exp*-1's pretty sad * to think, uh, about those who, even today, *t*-2 are graduating from school	how	no	how * to read *t*-1	...what is a way...	...what is every way...	...what is the way...	
26250:60	it's, it's really * looking at systems and design systems and seeing how people interact with them *t*-1.	###so what are you getting your degree in *t*-1?###speakera143.###um, uh, human factors.###speakerb144.###and what do you do *t*-1 with it?###speakera145.###not a thing.###speakerb146.###well, what is it *t*-1?###speakera147.	how	no	how people interact with them *t*-1	...what is a way...	...what is every way...	...what is the way...	
87943:11	she knows how * to twist this around *t*-1,	###speakera55.###yeah,###and she's rich###and she,###yeah,###so.###speakerb56.###mumblex she's smart at what she does *t*-1.###she knows how * to do that *t*-1.###speakera57.	how	no	how * to twist this around *t*-1	...what is a way...	...what is every way...	...what is the way...	
33737:13	i said, who *t*-1 has engineered that?.	###and at first after it happened i thought, maybe that's a handicap access,###and then i said no,###speakerb96.###speakera97.###that's just the way 0 it's constructed *t*-1.###speakerb98.###yeah.###speakera99.###and my husband being a t i engineer,###i said a few things to him when i got home *t*-1,	who	no	who *t*-1 has engineered that	...who is a person...	...who is every person...	...who is the person...	
156071:71	i mean, i heard on the radio back a, a few weeks ago, uh, during the incidents where they were, you know, like they aren't paying their, their restaurant bills and they're bouncing checks all over the place *t*-1	###speakera49.###uh-huh.###speakerb50.###i mean, we all know that that's not necessarily true.###but i, i think that there are, there are advantages to * having seniority and, uh, turn-, or, not having a complete turnover every, some small number of years.###i think 0 there are, i mean there's an institutional memory that you need *-1 to maintain *t*-2.###speakera51.###uh-huh.###speakerb52.###but i think that, uh, all, with all the perks that we've given them *t*-1,	where	no	where they were, you know, like they aren't paying their, their restaurant bills and they're bouncing checks all over the place *t*-1	...what is a place...	...what is every place...	...what is the place...	
149808:32	well, i'd really like *-1 to know where that money is actually going *-2 to go *t*-3,	###speakera31.###speakerb32.###uh-huh.###speakera33.###but it seems to me that, uh, that the budget is so out of hand,###and especially now that they say, okay, the cold war is over###and we're supposed *-1 to be getting a peace dividend of, you know of x number of billion, trillion dollars a year.###speakerb34.###uh-huh.###speakera35.	where	no	where that money is actually going *-2 to go *t*-3	...what is a place...	...what is every place...	...what is the place...	
114545:23	uh, and you don't know where it's going *-1 to end *t*-2.	###oh.###speakera88.###uh, and i also sort of worry that, you know, that sometimes people giveaway personal information.###uh, when, when the call comes *t*-1 and, and they, uh, you know, sort of seductive, to, you know,###somebody is asking me my opinion on all of these things,###and so i start *-1 answering###and then you, you know, you go down a path###speakerb89.###right.###speakera90.	where	no	where it's going *-1 to end *t*-2	...what is a place...	...what is every place...	...what is the place...	
152721:11	you know where he says * kill all the lawyers *t*-1.	###of course a lot of that's also the ability *ich*-1 of, of the defendant * to, uh, get a good lawyer.###speakerb50.###isn't that the truth?###speakera51.###uh-huh.###speakerb52.###there are times when### is it, uh,###oh goodness, my mind has gone blank###it's, uh, othello.	where	no	where he says * kill all the lawyers *t*-1	...what is a place...	...what is every place...	...what is the place...	
111135:21	well, the summers have gotten where they're a lot hotter *t*-1	###speakera60.###uh-huh.###speakerb61.### they, they have *-1 to be hardened *-2 to it### that's, that's strange with me.###you know, you think, 0 dallas, you know, almost semitropical, you wouldn't have that kind of, that kind of problem,###but,###speakera62.###well, for the most part we don't,###but we have usually just a pocket of really bad hot and really bad cold.	where	no	where they're a lot hotter *t*-1	...what is a place...	...what is every place...	...what is the place...	
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none	no	Do you want a tissue?	A tissue…?	Every tissue…?	The tissue…?	
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none	no	Can I hand you a napkin?	A napkin…?	Every napkin…?	The napkin...?	
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none	no	Did you return the book you borrowed?	A book...?	Every book…?	The book...?	
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none	no	Can you text me the movie schedule?	A movie schedule...?	Every movie schedule…?	The movie schedule...?	
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none	no	Did you grab all the cookies?	A cookie...?	Every cookie…?	The cookie...?	
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none	no	Have you read all her novels?	An novel...?	Every novel…?	The novel...?	
