TGrepID	EntireSentence	PreceedingContext	Wh	ModalPresent	Question	AResponse	AllResponse	TheResponse	punct
35761:29	and i'm sure 0 he probably knew what *t*-1 was going on the very next day	###speakera179.###and, uh, that they required you to do *t*-1.###and i took it to town north,###and sure enough i saw that guy,###and he recognized me.###speakerb180.###yeah.###speakera181.###he said, oh, hi, dana,###and he kind of looked down and saw that car,	what	no	what *t*-1 was going on	...what is a thing...	...what is every thing...	...what is the thing...	
159670:11	you know what i mean *t*-1?	### the, the kind of country 0 i like *t*-1 is kind of the older country music. not the, not the kind like kenny rodgers and stuff like that.###speakera19.###whi-,.###speakerb20.###speakera21.###oh.###speakerb22.### that's, uh, that's a little bit to, uh,###it's such###they're trying *-1 to make it too much of a crossover thing,	what	no	what i mean *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
165803:34	now, i have, know exactly what i'm spending *t*-1	###but, uh, budgeting.###i found, you know, 0 i feel a lot better.###you know, we use *-1 to work out of one check book###speakera110.###uh-huh.###speakerb111.###and it would be very hard for me because i wouldn't have, i wouldn't have any idea how much money i was spending *t*-1 in one month.###speakera112.###yeah.###speakerb113.	what	no	what i'm spending *t*-1	...what is a thing...	...what is every thing...	...what is the thing...	
155619:56	you know the fam-, well the families do not necessarily, uh, know what * to do *t*-1 with them	###they really are *?*.###they don't like *-1 to keep them longer than a week.###speakerb23.### so so there is some good to it.###speakera24.###speakerb25.###speakera26.###yeah.###speakerb27.###uh, sometimes too, it's used *-1 as a dumb job.	what	no	what * to do *t*-1 with them	...what is a thing...	...what is every thing...	...what is the thing...	
104409:18	i'm not sure all what we're going *-1 to have *-2 to do *t*-3, whether we have three separate containers,	###have you all got the individual containers yet?###speakerb8.###no,###i read in the paper this week where maybe,###i don't know if it w-, was,###i guess 0 maybe this week someone may start *-1 getting them if the truck that *t*-2 picks them up is outfitted *-3 in time.###speakera9.###um.###speakerb10.###but, it, it should be starting, i would stay probably in the next month if, if everything goes that,	what	no	all what we're going *-1 to have *-2 to do *t*-3	...what is a thing...	...what is every thing...	...what is the thing...	
87941:11	she knows how * to do that *t*-1.	###she is *?*.###she's rich.###speakera55.###yeah,###and she's rich###and she,###yeah,###so.###speakerb56.###mumblex she's smart at what she does *t*-1.	how	no	how * to do that *t*-1	...what is a way...	...what is every way...	...what is the way...	
25772:30	any novice can pick up a club and learn how * to hold one *t*-1 and learn how * to do it *t*-2 and do it right.	###speakerb118.###speakera119.###yeah,###and it's, you know, it's a game that you don't,###like bowling, you know, you feel bad if you bowl a hundred.###but if you shoot a hundred in golf, you know,###you don't have *-1 to be an expert *-1 to play,###speakerb120.###that's right.###speakera121.	how	no	how * to hold one *t*-1	...what is a way...	...what is every way...	...what is the way...	
59005:35	i don-, i don't know how people do it with one *t*-1,	###speakera23.###i mean i didn't work,### i, i needed *-1 to###but i didn't.###speakerb24.###yeah,### steve's, steve has a sister who *t*-1 has four.###she just had her fourth one in, uh, march###and she doesn't have *-1 to work either.###i don't know how they do it *t*-1.	how	no	how people do it with one *t*-1	...what is a way...	...what is every way...	...what is the way...	
147733:48	but, uh, other than that i think 0 maybe it just depends on how you define honesty *t*-1.	###you're asking what my opinion about, whether it *exp*-1's possible * to have honesty in government *t*-2.###speakera3.###yeah.###speakerb4.###well, i suspect that it is possible.###uh, i think 0 it probably is more likely if you have a small government unit where everybody knows everybody *t*-1.###speakera5.###right.###that's a good point.###speakerb6.	how	no	how you define honesty *t*-1	...what is a way...	...what is every way...	...what is the way...	
177290:100	so there's, uh, there's a lot 0 *t*-1 to be said *-4 for * having a steady stream of people who *t*-2 know how it is *t*-3 someplace else coming in.	###yeah,###well i know about it.###uh, i mean it's, it is now with haitians the way 0 it was *t*-1 with cubans, uh, twenty years ago.###speakerb40.###well, i mean and the two of them together.###i mean we can,###it's just as well you know,###it's hardly america anymore.###speakera41.###on the other hand, you know, the ironic thing about this is that there's nobody more full of the entrepreneurial american spirit than our first generation immigrant.	how	no	how it is *t*-3 someplace else	...what is a way...	...what is every way...	...what is the way...	
13345:20	and you wonder, well, who *t*-1's going *-2 to get ahold of this and think, um, that's a nice place 0 * to go *-3 rob *t*-4.	###i get some of these things *ich*-4 in the mail that i wonder, where in the world did they get my address *t*-2 or where did they get my name *t*-1 *t*-3.###speakerb20.###uh-huh.###speakera21.###and in fact, some of these things 0 i get *t*-1, some of these questionnaires,###it's funny because i'm, i was in the process of * filling one out when i decided 0 i would make this phone call *t*-2,###but, uh, i haven't got to the end of it *ich*-2 yet where it asks all that salary information and everything *t*-1,###but, when you have *-1 to send that back in the mail with your name on it, your salary information *t*-2, i, i just have a real hard time * doing that,###uh, and they ask you what type of household items *ich*-1 do you own *t*-2, like stereos and t v --s and v c r --s### and, and you hate *-1 to send something *ich*-2 off with your name and address and what types of things do you own *t*-1 and what kind of money do you make *t*-1	who	no	well, who *t*-1's going *-2 to get ahold of this and think, um, that's a nice place 0 * to go *-3 rob *t*-4	...who is a person...	...who is every person...	...who is the person...	
104603:15	and you think, where did i ever put that recipe *t*-1.	###and you save them forever###and you never really use them.###speakerb34.###uh-huh.###speakera35.###speakerb36.###that's right,###that's right.###speakera37.###and then every so often you weed through them	where	no	where did i ever put that recipe *t*-1	...what is a place...	...what is every place...	...what is the place...	
41004:35	and, it told like, uh, you know, where the first connallys came over *t*-1,	###speakera25.###uh-huh.###speakerb26.###and then you could get it at the reunion.###speakera27.###right.###and, everybody *ich*-2 got a book, that *t*-1 came to the reunion.###speakerb28.###oh, nice.###speakera29.	where	no	where the first connallys came over *t*-1	...what is a place...	...what is every place...	...what is the place...	
169299:16	i'm not sure where we went *t*-1 from there,	###pretty much.###speakera63.###yeah.###speakerb64.###yeah.### i was, i was basically, involved in that, in the organization of it.###speakera65.###uh-huh.###speakerb66.###and then i left right in the middle of it.	where	no	where we went *t*-1 from there	...what is a place...	...what is every place...	...what is the place...	
19175:16	and i've seen where some places have taken a plastic *t*-3 and, uh, they're recycling them into other plastics. and the styrofoam also into insulation and things like that *t*-3	###i mean, they don't, uh, uh,###speakera115.###they don't mash.###speakerb116.###no.###speakera117.###they don't compress at all.###and they stay forever.###speakerb118.###right.	where	no	where some places have taken a plastic *t*-3 and, uh, they're recycling them into other plastics. and the styrofoam also into insulation and things like that *t*-3	...what is a place...	...what is every place...	...what is the place...	
57570:29	i don't think 0 i'd know where * to start *t*-1 with a diesel.	###speakera29.###oh, yeah.###yeah.###speakerb30.###and, uh, the injector pump went bad###so i found a outfit down here 0 *t*-1 to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things 0 i had gotten into *t*-1 in a long time.###speakera33.	where	no	where * to start *t*-1	...what is a place...	...what is every place...	...what is the place...	
control_a_tissue	Do you want a tissue?	speakera. Your nose is running. speakerb. Oh yeah I didn't notice. speakera. 	none	no	Do you want a tissue?	A tissue…?	Every tissue…?	The tissue…?	
control_a_napkin	Can I hand you a napkin?	speakera. Oh no! I just spilled my spaghetti down my shirt. speakerb. Oh no.	none	no	Can I hand you a napkin?	A napkin…?	Every napkin…?	The napkin...?	
control_the_book	Did you return the book you borrowed?	speakera. Hey. speakerb. Hey what's up? speakera. I noticed a late fee from the library. 	none	no	Did you return the book you borrowed?	A book...?	Every book…?	The book...?	
control_the_movie	Can you text me the movie schedule?	speakera. What are you doing tonight? speakerb. Nothing what about you? Wanna grab a movie? speakerb. Sure but I don't have wifi right now. 	none	no	Can you text me the movie schedule?	A movie schedule...?	Every movie schedule…?	The movie schedule...?	
control_all_cookies	Did you grab all the cookies?	speakera. It's time to leave for the potluck.The car's almost packed. speakerb. 	none	no	Did you grab all the cookies?	A cookie...?	Every cookie…?	The cookie...?	
control_all_novels	Have you read all her novels?	speakera. I love Octavia Butler she's the best. speakerb. Yeah she's great. speakera.	none	no	Have you read all her novels?	An novel...?	Every novel…?	The novel...?	
